description,volume
"CdF2 is Fluorite structured and crystallizes in the cubic Fm-3m space group. Cd(1) is bonded in a body-centered cubic geometry to eight equivalent F(1) atoms. All Cd(1)-F(1) bond lengths are 2.38 Å. F(1) is bonded to four equivalent Cd(1) atoms to form a mixture of corner and edge-sharing FCd4 tetrahedra.
",373.585749391544
"PbTiO3 crystallizes in the tetragonal P4mm space group. Ti(1) is bonded in a 5-coordinate geometry to one O(1) and four equivalent O(2) atoms. The Ti(1)-O(1) bond length is 1.75 Å. All Ti(1)-O(2) bond lengths are 1.99 Å. Pb(1) is bonded in a 8-coordinate geometry to four equivalent O(1) and four equivalent O(2) atoms. All Pb(1)-O(1) bond lengths are 2.85 Å. All Pb(1)-O(2) bond lengths are 2.50 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a single-bond geometry to one Ti(1) and four equivalent Pb(1) atoms. In the second O site, O(2) is bonded in a distorted bent 150 degrees geometry to two equivalent Ti(1) and two equivalent Pb(1) atoms.
",800.4307672174878
"RhP2 crystallizes in the monoclinic P2_1/c space group. Rh(1) is bonded to three equivalent P(1) and three equivalent P(2) atoms to form RhP6 octahedra that share corners with eight equivalent Rh(1)P6 octahedra, corners with three equivalent P(1)PRh3 tetrahedra, corners with three equivalent P(2)PRh3 tetrahedra, and edges with two equivalent Rh(1)P6 octahedra. The corner-sharing octahedral tilt angles range from 56-61°. There are a spread of Rh(1)-P(1) bond distances ranging from 2.41-2.43 Å. There are two shorter (2.34 Å) and one longer (2.35 Å) Rh(1)-P(2) bond length. There are two inequivalent P sites. In the first P site, P(1) is bonded to three equivalent Rh(1) and one P(2) atom to form PPRh3 tetrahedra that share corners with three equivalent Rh(1)P6 octahedra, corners with four equivalent P(1)PRh3 tetrahedra, corners with nine equivalent P(2)PRh3 tetrahedra, and  an edgeedge with one P(1)PRh3 tetrahedra. The corner-sharing octahedral tilt angles range from 68-70°. The P(1)-P(2) bond length is 2.23 Å. In the second P site, P(2) is bonded to three equivalent Rh(1) and one P(1) atom to form PPRh3 tetrahedra that share corners with three equivalent Rh(1)P6 octahedra, corners with four equivalent P(2)PRh3 tetrahedra, corners with nine equivalent P(1)PRh3 tetrahedra, and  an edgeedge with one P(2)PRh3 tetrahedra. The corner-sharing octahedral tilt angles range from 72-77°.
",466.5857420071772
"YAgTe2 crystallizes in the tetragonal P-42_1m space group. Y(1) is bonded to six equivalent Te(1) atoms to form a mixture of distorted corner and edge-sharing YTe6 octahedra. The corner-sharing octahedral tilt angles range from 42-57°. There are a spread of Y(1)-Te(1) bond distances ranging from 3.04-3.18 Å. Ag(1) is bonded in a 4-coordinate geometry to four equivalent Te(1) atoms. All Ag(1)-Te(1) bond lengths are 2.91 Å. Te(1) is bonded in a 5-coordinate geometry to three equivalent Y(1) and two equivalent Ag(1) atoms.
",181.58576463668808
"BaCl2 crystallizes in the hexagonal P-62m space group. There are two inequivalent Ba sites. In the first Ba site, Ba(1) is bonded in a 9-coordinate geometry to three equivalent Cl(2) and six equivalent Cl(1) atoms. All Ba(1)-Cl(2) bond lengths are 3.33 Å. All Ba(1)-Cl(1) bond lengths are 3.16 Å. In the second Ba site, Ba(2) is bonded in a 9-coordinate geometry to three equivalent Cl(1) and six equivalent Cl(2) atoms. All Ba(2)-Cl(1) bond lengths are 3.09 Å. All Ba(2)-Cl(2) bond lengths are 3.42 Å. There are two inequivalent Cl sites. In the first Cl site, Cl(1) is bonded to two equivalent Ba(1) and two equivalent Ba(2) atoms to form ClBa4 tetrahedra that share corners with ten equivalent Cl(1)Ba4 tetrahedra, corners with six equivalent Cl(2)Ba5 trigonal bipyramids, edges with two equivalent Cl(1)Ba4 tetrahedra, and edges with six equivalent Cl(2)Ba5 trigonal bipyramids. In the second Cl site, Cl(2) is bonded to one Ba(1) and four equivalent Ba(2) atoms to form distorted ClBa5 trigonal bipyramids that share corners with six equivalent Cl(1)Ba4 tetrahedra, corners with ten equivalent Cl(2)Ba5 trigonal bipyramids, edges with six equivalent Cl(1)Ba4 tetrahedra, and edges with six equivalent Cl(2)Ba5 trigonal bipyramids.
",225.5857611430092
"SrAlGeH crystallizes in the trigonal P3m1 space group. Sr(1) is bonded in a distorted trigonal planar geometry to three equivalent Ge(1) and three equivalent H(1) atoms. All Sr(1)-Ge(1) bond lengths are 3.30 Å. All Sr(1)-H(1) bond lengths are 2.51 Å. Al(1) is bonded in a distorted single-bond geometry to three equivalent Ge(1) and one H(1) atom. All Al(1)-Ge(1) bond lengths are 2.52 Å. The Al(1)-H(1) bond length is 1.75 Å. Ge(1) is bonded in a 6-coordinate geometry to three equivalent Sr(1) and three equivalent Al(1) atoms. H(1) is bonded to three equivalent Sr(1) and one Al(1) atom to form distorted corner-sharing HSr3Al tetrahedra.
",1230.5856813442074
"FeAs2 is zeta iron carbide structured and crystallizes in the orthorhombic Pnnm space group. Fe(1) is bonded to six equivalent As(1) atoms to form a mixture of corner and edge-sharing FeAs6 octahedra. The corner-sharing octahedral tilt angles are 53°. There are two shorter (2.36 Å) and four longer (2.39 Å) Fe(1)-As(1) bond lengths. As(1) is bonded in a 3-coordinate geometry to three equivalent Fe(1) atoms.
",330.5857528058209
"BaAl2B2O7 crystallizes in the trigonal R32 space group. Ba(1) is bonded in a 6-coordinate geometry to six equivalent O(1) atoms. All Ba(1)-O(1) bond lengths are 2.78 Å. Al(1) is bonded to one O(2) and three equivalent O(1) atoms to form corner-sharing AlO4 tetrahedra. The Al(1)-O(2) bond length is 1.69 Å. All Al(1)-O(1) bond lengths are 1.79 Å. B(1) is bonded in a trigonal planar geometry to three equivalent O(1) atoms. All B(1)-O(1) bond lengths are 1.38 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 2-coordinate geometry to one Ba(1), one Al(1), and one B(1) atom. In the second O site, O(2) is bonded in a linear geometry to two equivalent Al(1) atoms.
",1377.585669672144
"CsSrBr3 crystallizes in the monoclinic P2_1 space group. Cs(1) is bonded in a 8-coordinate geometry to two equivalent Br(3), three equivalent Br(1), and three equivalent Br(2) atoms. Both Cs(1)-Br(3) bond lengths are 3.63 Å. There are a spread of Cs(1)-Br(1) bond distances ranging from 3.80-3.88 Å. There are two shorter (3.78 Å) and one longer (3.93 Å) Cs(1)-Br(2) bond length. Sr(1) is bonded to two equivalent Br(1), two equivalent Br(2), and two equivalent Br(3) atoms to form a mixture of corner and edge-sharing SrBr6 octahedra. The corner-sharing octahedral tilt angles are 39°. There is one shorter (3.10 Å) and one longer (3.11 Å) Sr(1)-Br(1) bond length. Both Sr(1)-Br(2) bond lengths are 3.10 Å. Both Sr(1)-Br(3) bond lengths are 3.05 Å. There are three inequivalent Br sites. In the first Br site, Br(1) is bonded in a 5-coordinate geometry to three equivalent Cs(1) and two equivalent Sr(1) atoms. In the second Br site, Br(2) is bonded in a 5-coordinate geometry to three equivalent Cs(1) and two equivalent Sr(1) atoms. In the third Br site, Br(3) is bonded in a 4-coordinate geometry to two equivalent Cs(1) and two equivalent Sr(1) atoms.
",157.58576654233113
"LaSO crystallizes in the orthorhombic Cmce space group. La(1) is bonded in a 4-coordinate geometry to four equivalent S(1) and four equivalent O(1) atoms. All La(1)-S(1) bond lengths are 3.18 Å. There are two shorter (2.39 Å) and two longer (2.43 Å) La(1)-O(1) bond lengths. S(1) is bonded to four equivalent La(1) and one S(1) atom to form distorted SLa4S trigonal bipyramids that share corners with twelve equivalent O(1)La4 tetrahedra, edges with two equivalent O(1)La4 tetrahedra, and edges with six equivalent S(1)La4S trigonal bipyramids. The S(1)-S(1) bond length is 2.11 Å. O(1) is bonded to four equivalent La(1) atoms to form OLa4 tetrahedra that share corners with four equivalent O(1)La4 tetrahedra, corners with twelve equivalent S(1)La4S trigonal bipyramids, edges with four equivalent O(1)La4 tetrahedra, and edges with two equivalent S(1)La4S trigonal bipyramids.
",472.5857415307664
"CdSnO3 is Ilmenite structured and crystallizes in the trigonal R-3 space group. Cd(1) is bonded to six equivalent O(1) atoms to form distorted CdO6 pentagonal pyramids that share corners with nine equivalent Sn(1)O6 octahedra, edges with three equivalent Cd(1)O6 pentagonal pyramids, and  a faceface with one Sn(1)O6 octahedra. The corner-sharing octahedral tilt angles range from 41-63°. There are three shorter (2.26 Å) and three longer (2.50 Å) Cd(1)-O(1) bond lengths. Sn(1) is bonded to six equivalent O(1) atoms to form SnO6 octahedra that share corners with nine equivalent Cd(1)O6 pentagonal pyramids, edges with three equivalent Sn(1)O6 octahedra, and  a faceface with one Cd(1)O6 pentagonal pyramid. There are three shorter (2.08 Å) and three longer (2.14 Å) Sn(1)-O(1) bond lengths. O(1) is bonded in a distorted see-saw-like geometry to two equivalent Cd(1) and two equivalent Sn(1) atoms.
",589.5857322407568
"LaZnOP is Parent of FeAs superconductors structured and crystallizes in the tetragonal P4/nmm space group. La(1) is bonded in a 4-coordinate geometry to four equivalent P(1) and four equivalent O(1) atoms. All La(1)-P(1) bond lengths are 3.36 Å. All La(1)-O(1) bond lengths are 2.37 Å. Zn(1) is bonded to four equivalent P(1) atoms to form a mixture of corner and edge-sharing ZnP4 tetrahedra. All Zn(1)-P(1) bond lengths are 2.50 Å. P(1) is bonded in a 8-coordinate geometry to four equivalent La(1) and four equivalent Zn(1) atoms. O(1) is bonded to four equivalent La(1) atoms to form a mixture of corner and edge-sharing OLa4 tetrahedra.
",479.58574097495386
"CsGaS2 crystallizes in the monoclinic C2/c space group. Cs(1) is bonded in a 8-coordinate geometry to eight equivalent S(1) atoms. There are a spread of Cs(1)-S(1) bond distances ranging from 3.74-3.82 Å. Ga(1) is bonded to four equivalent S(1) atoms to form edge-sharing GaS4 tetrahedra. All Ga(1)-S(1) bond lengths are 2.31 Å. S(1) is bonded in a 6-coordinate geometry to four equivalent Cs(1) and two equivalent Ga(1) atoms.
",381.5857487563297
"GaN is Wurtzite structured and crystallizes in the hexagonal P6_3mc space group. Ga(1) is bonded to four equivalent N(1) atoms to form corner-sharing GaN4 tetrahedra. All Ga(1)-N(1) bond lengths are 1.97 Å. N(1) is bonded to four equivalent Ga(1) atoms to form corner-sharing NGa4 tetrahedra.
",674.5857254916042
"RbAlF4 crystallizes in the tetragonal P4/mmm space group. Rb(1) is bonded in a body-centered cubic geometry to eight equivalent F(1) atoms. All Rb(1)-F(1) bond lengths are 2.98 Å. Al(1) is bonded to two equivalent F(1) and four equivalent F(2) atoms to form corner-sharing AlF6 octahedra. The corner-sharing octahedra are not tilted. Both Al(1)-F(1) bond lengths are 1.79 Å. All Al(1)-F(2) bond lengths are 1.86 Å. There are two inequivalent F sites. In the first F site, F(1) is bonded in a single-bond geometry to four equivalent Rb(1) and one Al(1) atom. In the second F site, F(2) is bonded in a linear geometry to two equivalent Al(1) atoms.
",658.2016401888546
"CsAgCl2 crystallizes in the tetragonal P4/nmm space group. Cs(1) is bonded in a 5-coordinate geometry to five equivalent Cl(1) atoms. There is one shorter (3.48 Å) and four longer (3.67 Å) Cs(1)-Cl(1) bond lengths. Ag(1) is bonded in a 5-coordinate geometry to one Cl(1) and four equivalent Cl(2) atoms. The Ag(1)-Cl(1) bond length is 2.55 Å. All Ag(1)-Cl(2) bond lengths are 2.75 Å. There are two inequivalent Cl sites. In the first Cl site, Cl(1) is bonded to five equivalent Cs(1) and one Ag(1) atom to form a mixture of distorted corner and edge-sharing ClCs5Ag octahedra. The corner-sharing octahedral tilt angles are 17°. In the second Cl site, Cl(2) is bonded in a 4-coordinate geometry to four equivalent Ag(1) atoms.
",223.5857613018128
"Rb2PdC2 crystallizes in the trigonal P-3m1 space group. Rb(1) is bonded in a 6-coordinate geometry to three equivalent Pd(1) and three equivalent C(1) atoms. All Rb(1)-Pd(1) bond lengths are 3.48 Å. All Rb(1)-C(1) bond lengths are 3.20 Å. Pd(1) is bonded in a distorted linear geometry to six equivalent Rb(1) and two equivalent C(1) atoms. Both Pd(1)-C(1) bond lengths are 2.02 Å. C(1) is bonded to three equivalent Rb(1), one Pd(1), and one C(1) atom to form distorted corner-sharing CRb3PdC trigonal bipyramids. The C(1)-C(1) bond length is 1.27 Å.
",1826.5856340207388
"RuP2 is zeta iron carbide structured and crystallizes in the orthorhombic Pnnm space group. Ru(1) is bonded to six equivalent P(1) atoms to form distorted RuP6 octahedra that share corners with eight equivalent Ru(1)P6 octahedra, corners with six equivalent P(1)PRu3 tetrahedra, and edges with two equivalent Ru(1)P6 octahedra. The corner-sharing octahedral tilt angles are 56°. There are two shorter (2.36 Å) and four longer (2.39 Å) Ru(1)-P(1) bond lengths. P(1) is bonded to three equivalent Ru(1) and one P(1) atom to form PPRu3 tetrahedra that share corners with three equivalent Ru(1)P6 octahedra, corners with thirteen equivalent P(1)PRu3 tetrahedra, and  an edgeedge with one P(1)PRu3 tetrahedra. The corner-sharing octahedral tilt angles range from 68-71°. The P(1)-P(1) bond length is 2.25 Å.
",453.5857430394004
"Cs2PtF6 crystallizes in the cubic Fm-3m space group. Cs(1) is bonded to twelve equivalent F(1) atoms to form CsF12 cuboctahedra that share corners with twelve equivalent Cs(1)F12 cuboctahedra, faces with six equivalent Cs(1)F12 cuboctahedra, and faces with four equivalent Pt(1)F6 octahedra. All Cs(1)-F(1) bond lengths are 3.29 Å. Pt(1) is bonded to six equivalent F(1) atoms to form PtF6 octahedra that share faces with eight equivalent Cs(1)F12 cuboctahedra. All Pt(1)-F(1) bond lengths are 1.98 Å. F(1) is bonded in a single-bond geometry to four equivalent Cs(1) and one Pt(1) atom.
",584.5857326377655
"NaI is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Na(1) is bonded to six equivalent I(1) atoms to form a mixture of corner and edge-sharing NaI6 octahedra. The corner-sharing octahedra are not tilted. All Na(1)-I(1) bond lengths are 3.27 Å. I(1) is bonded to six equivalent Na(1) atoms to form a mixture of corner and edge-sharing INa6 octahedra. The corner-sharing octahedra are not tilted.
",119.58576955959924
"CsBr is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Cs(1) is bonded to six equivalent Br(1) atoms to form a mixture of corner and edge-sharing CsBr6 octahedra. The corner-sharing octahedra are not tilted. All Cs(1)-Br(1) bond lengths are 3.70 Å. Br(1) is bonded to six equivalent Cs(1) atoms to form a mixture of corner and edge-sharing BrCs6 octahedra. The corner-sharing octahedra are not tilted.
",72.58577329148352
"Si is diamond structured and crystallizes in the cubic Fd-3m space group. Si(1) is bonded to four equivalent Si(1) atoms to form corner-sharing SiSi4 tetrahedra. All Si(1)-Si(1) bond lengths are 2.37 Å.
",480.585740895552
"LaOF is Fluorite-derived structured and crystallizes in the tetragonal P4/nmm space group. La(1) is bonded in a body-centered cubic geometry to four equivalent O(1) and four equivalent F(1) atoms. All La(1)-O(1) bond lengths are 2.40 Å. All La(1)-F(1) bond lengths are 2.64 Å. O(1) is bonded to four equivalent La(1) atoms to form OLa4 tetrahedra that share corners with four equivalent O(1)La4 tetrahedra, corners with twelve equivalent F(1)La4 tetrahedra, edges with two equivalent F(1)La4 tetrahedra, and edges with four equivalent O(1)La4 tetrahedra. F(1) is bonded to four equivalent La(1) atoms to form FLa4 tetrahedra that share corners with four equivalent F(1)La4 tetrahedra, corners with twelve equivalent O(1)La4 tetrahedra, edges with two equivalent O(1)La4 tetrahedra, and edges with four equivalent F(1)La4 tetrahedra.
",526.5857372430696
"SrGaSiH crystallizes in the trigonal P3m1 space group. Sr(1) is bonded in a distorted trigonal planar geometry to three equivalent Si(1) and three equivalent H(1) atoms. All Sr(1)-Si(1) bond lengths are 3.28 Å. All Sr(1)-H(1) bond lengths are 2.47 Å. Ga(1) is bonded in a distorted single-bond geometry to three equivalent Si(1) and one H(1) atom. All Ga(1)-Si(1) bond lengths are 2.48 Å. The Ga(1)-H(1) bond length is 1.78 Å. Si(1) is bonded in a 6-coordinate geometry to three equivalent Sr(1) and three equivalent Ga(1) atoms. H(1) is bonded to three equivalent Sr(1) and one Ga(1) atom to form distorted corner-sharing HSr3Ga trigonal pyramids.
",1124.5856897607975
"AlH3 crystallizes in the trigonal R-3c space group. Al(1) is bonded to six equivalent H(1) atoms to form corner-sharing AlH6 octahedra. The corner-sharing octahedral tilt angles are 39°. All Al(1)-H(1) bond lengths are 1.72 Å. H(1) is bonded in a bent 150 degrees geometry to two equivalent Al(1) atoms.
",1886.585629256632
"AlF3 crystallizes in the trigonal R-3c space group. Al(1) is bonded to six equivalent F(1) atoms to form corner-sharing AlF6 octahedra. The corner-sharing octahedral tilt angles are 20°. All Al(1)-F(1) bond lengths are 1.82 Å. F(1) is bonded in a bent 150 degrees geometry to two equivalent Al(1) atoms.
",710.5857226331398
"NaAuO2 crystallizes in the monoclinic C2/m space group. Na(1) is bonded to six equivalent O(1) atoms to form distorted edge-sharing NaO6 octahedra. There are two shorter (2.44 Å) and four longer (2.49 Å) Na(1)-O(1) bond lengths. Au(1) is bonded in a square co-planar geometry to four equivalent O(1) atoms. All Au(1)-O(1) bond lengths are 2.05 Å. O(1) is bonded to three equivalent Na(1) and two equivalent Au(1) atoms to form a mixture of distorted corner and edge-sharing ONa3Au2 trigonal bipyramids.
",603.5857311291314
"Cu2ZnGeS4 is Stannite structured and crystallizes in the tetragonal I-42m space group. Cu(1) is bonded to four equivalent S(1) atoms to form CuS4 tetrahedra that share corners with four equivalent Cu(1)S4 tetrahedra, corners with four equivalent Zn(1)S4 tetrahedra, and corners with four equivalent Ge(1)S4 tetrahedra. All Cu(1)-S(1) bond lengths are 2.30 Å. Zn(1) is bonded to four equivalent S(1) atoms to form ZnS4 tetrahedra that share corners with four equivalent Ge(1)S4 tetrahedra and corners with eight equivalent Cu(1)S4 tetrahedra. All Zn(1)-S(1) bond lengths are 2.38 Å. Ge(1) is bonded to four equivalent S(1) atoms to form GeS4 tetrahedra that share corners with four equivalent Zn(1)S4 tetrahedra and corners with eight equivalent Cu(1)S4 tetrahedra. All Ge(1)-S(1) bond lengths are 2.28 Å. S(1) is bonded to two equivalent Cu(1), one Zn(1), and one Ge(1) atom to form corner-sharing SZnCu2Ge tetrahedra.
",375.58574923274034
"Rb2NaGaF6 is (Cubic) Perovskite-derived structured and crystallizes in the cubic Fm-3m space group. Rb(1) is bonded to twelve equivalent F(1) atoms to form RbF12 cuboctahedra that share corners with twelve equivalent Rb(1)F12 cuboctahedra, faces with six equivalent Rb(1)F12 cuboctahedra, faces with four equivalent Na(1)F6 octahedra, and faces with four equivalent Ga(1)F6 octahedra. All Rb(1)-F(1) bond lengths are 3.03 Å. Na(1) is bonded to six equivalent F(1) atoms to form NaF6 octahedra that share corners with six equivalent Ga(1)F6 octahedra and faces with eight equivalent Rb(1)F12 cuboctahedra. The corner-sharing octahedra are not tilted. All Na(1)-F(1) bond lengths are 2.34 Å. Ga(1) is bonded to six equivalent F(1) atoms to form GaF6 octahedra that share corners with six equivalent Na(1)F6 octahedra and faces with eight equivalent Rb(1)F12 cuboctahedra. The corner-sharing octahedra are not tilted. All Ga(1)-F(1) bond lengths are 1.94 Å. F(1) is bonded in a distorted linear geometry to four equivalent Rb(1), one Na(1), and one Ga(1) atom.
",511.5857384340965
"ScAgO2 crystallizes in the trigonal R-3m space group. Sc(1) is bonded to six equivalent O(1) atoms to form edge-sharing ScO6 octahedra. All Sc(1)-O(1) bond lengths are 2.13 Å. Ag(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both Ag(1)-O(1) bond lengths are 2.10 Å. O(1) is bonded to three equivalent Sc(1) and one Ag(1) atom to form a mixture of corner and edge-sharing OSc3Ag tetrahedra.
",566.5857340669977
"AgInO2 crystallizes in the trigonal R-3m space group. Ag(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both Ag(1)-O(1) bond lengths are 2.11 Å. In(1) is bonded to six equivalent O(1) atoms to form edge-sharing InO6 octahedra. All In(1)-O(1) bond lengths are 2.21 Å. O(1) is bonded to one Ag(1) and three equivalent In(1) atoms to form a mixture of distorted corner and edge-sharing OIn3Ag tetrahedra.
",571.5857336699888
"CdSiAs2 is Chalcopyrite structured and crystallizes in the tetragonal I-42d space group. Cd(1) is bonded to four equivalent As(1) atoms to form CdAs4 tetrahedra that share corners with four equivalent Cd(1)As4 tetrahedra and corners with eight equivalent Si(1)As4 tetrahedra. All Cd(1)-As(1) bond lengths are 2.68 Å. Si(1) is bonded to four equivalent As(1) atoms to form SiAs4 tetrahedra that share corners with four equivalent Si(1)As4 tetrahedra and corners with eight equivalent Cd(1)As4 tetrahedra. All Si(1)-As(1) bond lengths are 2.40 Å. As(1) is bonded to two equivalent Cd(1) and two equivalent Si(1) atoms to form corner-sharing AsCd2Si2 tetrahedra.
",392.5857478829098
"CsCaF3 is (Cubic) Perovskite structured and crystallizes in the cubic Pm-3m space group. Cs(1) is bonded to twelve equivalent F(1) atoms to form CsF12 cuboctahedra that share corners with twelve equivalent Cs(1)F12 cuboctahedra, faces with six equivalent Cs(1)F12 cuboctahedra, and faces with eight equivalent Ca(1)F6 octahedra. All Cs(1)-F(1) bond lengths are 3.24 Å. Ca(1) is bonded to six equivalent F(1) atoms to form CaF6 octahedra that share corners with six equivalent Ca(1)F6 octahedra and faces with eight equivalent Cs(1)F12 cuboctahedra. The corner-sharing octahedra are not tilted. All Ca(1)-F(1) bond lengths are 2.29 Å. F(1) is bonded in a distorted linear geometry to four equivalent Cs(1) and two equivalent Ca(1) atoms.
",436.58574438923085
"Mg(InTe2)2 crystallizes in the monoclinic Cm space group. Mg(1) is bonded to one Te(2), one Te(3), and two equivalent Te(1) atoms to form MgTe4 tetrahedra that share corners with eight equivalent In(1)Te4 tetrahedra. The Mg(1)-Te(2) bond length is 2.84 Å. The Mg(1)-Te(3) bond length is 2.83 Å. Both Mg(1)-Te(1) bond lengths are 2.83 Å. In(1) is bonded to one Te(2), one Te(3), and two equivalent Te(1) atoms to form InTe4 tetrahedra that share corners with four equivalent Mg(1)Te4 tetrahedra and corners with four equivalent In(1)Te4 tetrahedra. The In(1)-Te(2) bond length is 2.85 Å. The In(1)-Te(3) bond length is 2.85 Å. Both In(1)-Te(1) bond lengths are 2.85 Å. There are three inequivalent Te sites. In the first Te site, Te(1) is bonded in a trigonal non-coplanar geometry to one Mg(1) and two equivalent In(1) atoms. In the second Te site, Te(2) is bonded in a trigonal non-coplanar geometry to one Mg(1) and two equivalent In(1) atoms. In the third Te site, Te(3) is bonded in a trigonal non-coplanar geometry to one Mg(1) and two equivalent In(1) atoms.
",257.5857586021519
"K2PdP2 crystallizes in the orthorhombic Cmcm space group. There are two inequivalent K sites. In the first K site, K(1) is bonded in a 8-coordinate geometry to two equivalent Pd(1) and six equivalent P(1) atoms. Both K(1)-Pd(1) bond lengths are 3.37 Å. There are two shorter (3.30 Å) and four longer (3.49 Å) K(1)-P(1) bond lengths. In the second K site, K(2) is bonded in a 10-coordinate geometry to four equivalent Pd(1) and six equivalent P(1) atoms. All K(2)-Pd(1) bond lengths are 3.69 Å. There are two shorter (3.39 Å) and four longer (3.69 Å) K(2)-P(1) bond lengths. Pd(1) is bonded to two equivalent K(1), four equivalent K(2), two equivalent Pd(1), and four equivalent P(1) atoms to form a mixture of distorted corner, edge, and face-sharing PdK6P4Pd2 cuboctahedra. Both Pd(1)-Pd(1) bond lengths are 2.99 Å. All Pd(1)-P(1) bond lengths are 2.43 Å. P(1) is bonded in a 9-coordinate geometry to three equivalent K(1), three equivalent K(2), two equivalent Pd(1), and one P(1) atom. The P(1)-P(1) bond length is 2.18 Å.
",490.5857401015341
"LaSF is Matlockite structured and crystallizes in the tetragonal P4/nmm space group. La(1) is bonded in a 9-coordinate geometry to five equivalent S(1) and four equivalent F(1) atoms. There is one shorter (2.93 Å) and four longer (2.99 Å) La(1)-S(1) bond lengths. All La(1)-F(1) bond lengths are 2.60 Å. S(1) is bonded to five equivalent La(1) atoms to form distorted SLa5 trigonal bipyramids that share corners with twelve equivalent F(1)La4 tetrahedra, corners with four equivalent S(1)La5 trigonal bipyramids, edges with four equivalent F(1)La4 tetrahedra, and edges with eight equivalent S(1)La5 trigonal bipyramids. F(1) is bonded to four equivalent La(1) atoms to form FLa4 tetrahedra that share corners with four equivalent F(1)La4 tetrahedra, corners with twelve equivalent S(1)La5 trigonal bipyramids, edges with four equivalent F(1)La4 tetrahedra, and edges with four equivalent S(1)La5 trigonal bipyramids.
",310.5857543938568
"TiCdF6 crystallizes in the trigonal R-3 space group. Ti(1) is bonded to six equivalent F(1) atoms to form TiF6 octahedra that share corners with six equivalent Cd(1)F6 octahedra. The corner-sharing octahedral tilt angles are 38°. All Ti(1)-F(1) bond lengths are 1.90 Å. Cd(1) is bonded to six equivalent F(1) atoms to form CdF6 octahedra that share corners with six equivalent Ti(1)F6 octahedra. The corner-sharing octahedral tilt angles are 38°. All Cd(1)-F(1) bond lengths are 2.26 Å. F(1) is bonded in a bent 150 degrees geometry to one Ti(1) and one Cd(1) atom.
",680.5857250151935
"Rb2HgO2 crystallizes in the tetragonal I4/mmm space group. Rb(1) is bonded to five equivalent O(1) atoms to form a mixture of corner and edge-sharing RbO5 square pyramids. There is one shorter (2.80 Å) and four longer (3.02 Å) Rb(1)-O(1) bond lengths. Hg(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both Hg(1)-O(1) bond lengths are 2.00 Å. O(1) is bonded to five equivalent Rb(1) and one Hg(1) atom to form a mixture of distorted corner and edge-sharing ORb5Hg octahedra. The corner-sharing octahedral tilt angles range from 0-15°.
",615.58573017631
"K2NaAlF6 is (Cubic) Perovskite-derived structured and crystallizes in the cubic Pa-3 space group. K(1) is bonded to twelve equivalent F(1) atoms to form KF12 cuboctahedra that share corners with twelve equivalent K(1)F12 cuboctahedra, faces with six equivalent K(1)F12 cuboctahedra, faces with four equivalent Na(1)F6 octahedra, and faces with four equivalent Al(1)F6 octahedra. There are a spread of K(1)-F(1) bond distances ranging from 2.91-2.95 Å. Na(1) is bonded to six equivalent F(1) atoms to form NaF6 octahedra that share corners with six equivalent Al(1)F6 octahedra and faces with eight equivalent K(1)F12 cuboctahedra. The corner-sharing octahedral tilt angles are 1°. All Na(1)-F(1) bond lengths are 2.29 Å. Al(1) is bonded to six equivalent F(1) atoms to form AlF6 octahedra that share corners with six equivalent Na(1)F6 octahedra and faces with eight equivalent K(1)F12 cuboctahedra. The corner-sharing octahedral tilt angles are 1°. All Al(1)-F(1) bond lengths are 1.84 Å. F(1) is bonded in a distorted linear geometry to four equivalent K(1), one Na(1), and one Al(1) atom.
",643.5857279530597
"Sr2NCl is Caswellsilverite structured and crystallizes in the trigonal R-3m space group. Sr(1) is bonded to three equivalent N(1) and three equivalent Cl(1) atoms to form a mixture of distorted corner and edge-sharing SrN3Cl3 octahedra. The corner-sharing octahedra are not tilted. All Sr(1)-N(1) bond lengths are 2.63 Å. All Sr(1)-Cl(1) bond lengths are 3.16 Å. N(1) is bonded to six equivalent Sr(1) atoms to form NSr6 octahedra that share corners with six equivalent Cl(1)Sr6 octahedra, edges with six equivalent N(1)Sr6 octahedra, and edges with six equivalent Cl(1)Sr6 octahedra. The corner-sharing octahedral tilt angles are 13°. Cl(1) is bonded to six equivalent Sr(1) atoms to form distorted ClSr6 octahedra that share corners with six equivalent N(1)Sr6 octahedra, edges with six equivalent N(1)Sr6 octahedra, and edges with six equivalent Cl(1)Sr6 octahedra. The corner-sharing octahedral tilt angles are 13°.
",408.5857466124812
"BAsO4 crystallizes in the tetragonal I-4 space group. B(1) is bonded to four equivalent O(1) atoms to form BO4 tetrahedra that share corners with four equivalent As(1)O4 tetrahedra. All B(1)-O(1) bond lengths are 1.48 Å. As(1) is bonded to four equivalent O(1) atoms to form AsO4 tetrahedra that share corners with four equivalent B(1)O4 tetrahedra. All As(1)-O(1) bond lengths are 1.72 Å. O(1) is bonded in a bent 120 degrees geometry to one B(1) and one As(1) atom.
",1070.5856940484944
